genome	kingdom	phylum	class	order	family	genus	species
1628148.SAMN05821304	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135613 Chromatiales	1046 Chromatiaceae	67575 Rheinheimera	specI_v3_08800
1628193.SAMN03390107	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	206351 Neisseriales	1499392 Chromobacteriaceae	535 Chromobacterium	specI_v3_02178
1628212.SAMN03392529	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	206351 Neisseriales	1499392 Chromobacteriaceae	535 Chromobacterium	specI_v3_02177
1628833.SAMN03339945	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	135621 Pseudomonadaceae	286 Pseudomonas	specI_v3_00160
1628855.SAMN03389132	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	1903409 Erwiniaceae	NA Erwiniaceae gen. incertae sedis	specI_v3_00925
1628856.SAMN03389135	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	NA Enterobacterales fam. incertae sedis	NA Enterobacterales gen. incertae sedis	specI_v3_05077
1629.SAMN02797781	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	81850 Leuconostocaceae	46255 Weissella	specI_v3_05079
1629124.SAMN03460197	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	1853232 Hymenobacteraceae	89966 Hymenobacter	specI_v3_08801
1629334.SAMD00026920	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	1921002 Holosporales	2100208 Caedimonadaceae	2100210 Caedimonas	specI_v3_08802
1629708.SAMN03400142	2 Bacteria	1224 Proteobacteria	28221 Deltaproteobacteria	213118 Desulfobacterales	213119 Desulfobacteraceae	1303912 Desulfatitalea	specI_v3_08803
1629710.SAMN03400152	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	69657 Hyphomonadaceae	85 Hyphomonas	specI_v3_08804
1629712.SAMN03400156	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	69277 Phyllobacteriaceae	274591 Hoeflea	specI_v3_08805
1629713.SAMN03400143	2 Bacteria	1224 Proteobacteria	28221 Deltaproteobacteria	213118 Desulfobacterales	213121 Desulfobulbaceae	NA Desulfobulbaceae gen. incertae sedis	specI_v3_08806
1629715.SAMN03400145	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186807 Peptococcaceae	NA Peptococcaceae gen. incertae sedis	specI_v3_04686
1629716.SAMN03400146	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186807 Peptococcaceae	NA Peptococcaceae gen. incertae sedis	specI_v3_08807
1629717.SAMN03400147	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186807 Peptococcaceae	NA Peptococcaceae gen. incertae sedis	specI_v3_08808
1629718.SAMN03400148	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	41295 Rhodospirillaceae	NA Rhodospirillaceae gen. incertae sedis	specI_v3_08809
1629719.SAMN03400150	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	NA Clostridiaceae gen. incertae sedis	specI_v3_04688
1629720.SAMN03400153	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	69657 Hyphomonadaceae	NA Hyphomonadaceae gen. incertae sedis	specI_v3_08810
1629721.SAMN03400155	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	NA Flavobacteriales fam. incertae sedis	NA Flavobacteriales gen. incertae sedis	specI_v3_08811
1629722.SAMN03400151	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	NA Gammaproteobacteria order incertae sedis	NA Gammaproteobacteria fam. incertae sedis	NA Gammaproteobacteria gen. incertae sedis	specI_v3_08812
163.SAMN04487775	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	136 Spirochaetales	137 Spirochaetaceae	157 Treponema	specI_v3_05082
1630.SAMN05216514	2 Bacteria	1239 Firmicutes	526524 Erysipelotrichia	526525 Erysipelotrichales	128827 Erysipelotrichaceae	1279388 Kandleria	specI_v3_04327
163003.SAMN02603492	2157 Archaea	28890 Euryarchaeota	183968 Thermococci	2258 Thermococcales	2259 Thermococcaceae	2263 Thermococcus	specI_v3_08813
1630135.SAMN03774729	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85020 Dermabacteraceae	36739 Dermabacter	specI_v3_00350
1630136.SAMN04247392	2 Bacteria	1224 Proteobacteria	29547 Epsilonproteobacteria	NA Epsilonproteobacteria order incertae sedis	NA Epsilonproteobacteria fam. incertae sedis	265570 Sulfurovum	specI_v3_08814
1630693.SAMN03417852	2 Bacteria	203682 Planctomycetes	203683 Planctomycetia	112 Planctomycetales	1914233 Gemmataceae	113 Gemmata	specI_v3_03139
1631.SAMD00031992	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	81850 Leuconostocaceae	559173 Fructobacillus	specI_v3_05086
1631249.SAMEA31222168	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	69277 Phyllobacteriaceae	68287 Mesorhizobium	specI_v3_00772
1631346.SAMEA3375520	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1935206 Rubeoparvulum	specI_v3_08815
1631356.SAMN03421050	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	145357 Dermacoccaceae	745364 Luteipulveratus	specI_v3_08816
1631871.SAMN04193338	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	81850 Leuconostocaceae	46255 Weissella	specI_v3_05087
1632013.SAMEA3381209	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1903506 Drancourtella	specI_v3_03444
1632857.SAMD00027816	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	32003 Nitrosomonadales	90627 Gallionellaceae	935200 Sulfuricella	specI_v3_02808
1632858.SAMEA3312309	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1923871 Massilibacterium	specI_v3_08817
1632859.SAMN03418105	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135613 Chromatiales	1046 Chromatiaceae	336830 Arsukibacterium	specI_v3_08818
1632864.SAMN03417854	2 Bacteria	203682 Planctomycetes	203683 Planctomycetia	112 Planctomycetales	126 Planctomycetaceae	118 Planctomyces	specI_v3_08819
1632865.SAMN03417851	2 Bacteria	203682 Planctomycetes	203683 Planctomycetia	112 Planctomycetales	126 Planctomycetaceae	123 Pirellula	specI_v3_08820
1633135.SAMN05356743	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186807 Peptococcaceae	79206 Desulfosporosinus	specI_v3_05089
163359.SAMN05526184	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	1692040 Acidiferrobacterales	1692041 Acidiferrobacteraceae	986106 Acidiferrobacter	specI_v3_08821
1633631.SAMN03436306	2 Bacteria	1855361 Candidatus Kryptonia	NA Candidatus Kryptonia class incertae sedis	NA Candidatus Kryptonia order incertae sedis	NA Candidatus Kryptonia fam. incertae sedis	1855365 Candidatus Kryptonium	specI_v3_05090
1633874.SAMN03437041	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	433 Acetobacteraceae	434 Acetobacter	specI_v3_00818
1634516.SAMN03438109	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	72173 Citromicrobium	specI_v3_05076
1635005.SAMN03447206	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135613 Chromatiales	1046 Chromatiaceae	67575 Rheinheimera	specI_v3_05091
1635173.SAMN03447969	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	104267 Tenacibaculum	specI_v3_08822
1635257.SAMN03445111	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	28256 Halomonadaceae	2745 Halomonas	specI_v3_01573
1635258.SAMN03445116	2 Bacteria	1224 Proteobacteria	28221 Deltaproteobacteria	213115 Desulfovibrionales	213117 Desulfohalobiaceae	206664 Desulfonauticus	specI_v3_04197
1635259.SAMN03445120	2 Bacteria	200918 Thermotogae	188708 Thermotogae	2419 Thermotogales	188709 Thermotogaceae	2335 Thermotoga	specI_v3_05093
1635262.SAMN03445153	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186807 Peptococcaceae	1562 Desulfotomaculum	specI_v3_08823
1635264.SAMN03445126	2 Bacteria	1239 Firmicutes	186801 Clostridia	68295 Thermoanaerobacterales	186814 Thermoanaerobacteraceae	44260 Moorella	specI_v3_08824
1635272.SAMN03445143	2 Bacteria	508458 Synergistetes	649775 Synergistia	649776 Synergistales	NA Synergistales fam. incertae sedis	NA Synergistales gen. incertae sedis	specI_v3_08825
1635274.SAMN03445176	2 Bacteria	508458 Synergistetes	649775 Synergistia	649776 Synergistales	NA Synergistales fam. incertae sedis	NA Synergistales gen. incertae sedis	specI_v3_05095
1635275.SAMN03445125	2 Bacteria	1239 Firmicutes	186801 Clostridia	NA Clostridia order incertae sedis	NA Clostridia fam. incertae sedis	NA Clostridia gen. incertae sedis	specI_v3_08826
1635278.SAMN03445151	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	specI_v3_05096
1635284.SAMN03445119	2157 Archaea	28890 Euryarchaeota	183925 Methanobacteria	2158 Methanobacteriales	2159 Methanobacteriaceae	NA Methanobacteriaceae gen. incertae sedis	specI_v3_08827
1635286.SAMN03445135	2 Bacteria	67810 Candidatus Bipolaricaulota	NA Candidatus Bipolaricaulota class incertae sedis	NA Candidatus Bipolaricaulota order incertae sedis	NA Candidatus Bipolaricaulota fam. incertae sedis	NA Candidatus Bipolaricaulota gen. incertae sedis	specI_v3_08828
1635291.SAMN03445154	2 Bacteria	67818 Candidatus Atribacteria	NA Candidatus Atribacteria class incertae sedis	NA Candidatus Atribacteria order incertae sedis	NA Candidatus Atribacteria fam. incertae sedis	NA Candidatus Atribacteria gen. incertae sedis	specI_v3_08831
1636152.SAMN03417853	2 Bacteria	203682 Planctomycetes	203683 Planctomycetia	112 Planctomycetales	126 Planctomycetaceae	118 Planctomyces	specI_v3_08832
1637501.SAMN03449997	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_02136
1637509.SAMN03450005	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	468 Moraxellaceae	469 Acinetobacter	specI_v3_03673
1637837.SAMN03449267	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	119060 Burkholderiaceae	32008 Burkholderia	specI_v3_00880
1637975.SAMN04038043	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	specI_v3_04785
1637998.SAMN03452271	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	206389 Rhodocyclales	2008794 Zoogloeaceae	12960 Azoarcus	specI_v3_00868
1637999.SAMN03452270	2 Bacteria	74201 Verrucomicrobia	NA Verrucomicrobia class incertae sedis	NA Verrucomicrobia order incertae sedis	NA Verrucomicrobia fam. incertae sedis	NA Verrucomicrobia gen. incertae sedis	specI_v3_08833
1638161.SAMD00028755	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	255475 Aurantimonadaceae	414371 Aureimonas	specI_v3_08834
1638162.SAMD00028757	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	255475 Aurantimonadaceae	414371 Aureimonas	specI_v3_08835
1638163.SAMD00028758	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	255475 Aurantimonadaceae	414371 Aureimonas	specI_v3_08836
1638643.SAMEA3310068	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1268 Micrococcaceae	1663 Arthrobacter	specI_v3_02015
1638782.SAMN03456684	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	41295 Rhodospirillaceae	1081 Rhodospirillum	specI_v3_03594
1638981.SAMD00019180	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1042322 Demequinaceae	1217415 Lysinimicrobium	specI_v3_01320
1638982.SAMD00019187	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1042322 Demequinaceae	1217415 Lysinimicrobium	specI_v3_01323
1638984.SAMD00019182	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1042322 Demequinaceae	1217415 Lysinimicrobium	specI_v3_08838
1638985.SAMD00019191	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1042322 Demequinaceae	1217415 Lysinimicrobium	specI_v3_01322
1638987.SAMD00019183	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1042322 Demequinaceae	1217415 Lysinimicrobium	specI_v3_01324
1638988.SAMD00019184	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1042322 Demequinaceae	1217415 Lysinimicrobium	specI_v3_01321
1638989.SAMD00019185	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1042322 Demequinaceae	1217415 Lysinimicrobium	specI_v3_01318
163908.SAMN02261341	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1161 Nostocales	1162 Nostocaceae	1163 Anabaena	specI_v3_05116
1639348.SAMN03459117	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	41295 Rhodospirillaceae	13134 Magnetospirillum	specI_v3_03528
1640508.SAMN03462094	2 Bacteria	1752716 Candidatus Dadabacteria	NA Candidatus Dadabacteria class incertae sedis	NA Candidatus Dadabacteria order incertae sedis	NA Candidatus Dadabacteria fam. incertae sedis	NA Candidatus Dadabacteria gen. incertae sedis	specI_v3_08839
1640509.SAMN03462096	2 Bacteria	1752708 Candidatus Rokubacteria	NA Candidatus Rokubacteria class incertae sedis	NA Candidatus Rokubacteria order incertae sedis	NA Candidatus Rokubacteria fam. incertae sedis	NA Candidatus Rokubacteria gen. incertae sedis	specI_v3_05118
1640512.SAMN03462092	2157 Archaea	651137 Thaumarchaeota	NA Thaumarchaeota class incertae sedis	NA Thaumarchaeota order incertae sedis	NA Thaumarchaeota fam. incertae sedis	NA Thaumarchaeota gen. incertae sedis	specI_v3_08840
1640513.SAMN03462093	2 Bacteria	200795 Chloroflexi	NA Chloroflexi class incertae sedis	NA Chloroflexi order incertae sedis	NA Chloroflexi fam. incertae sedis	NA Chloroflexi gen. incertae sedis	specI_v3_08841
1640514.SAMN03462095	2 Bacteria	1224 Proteobacteria	28221 Deltaproteobacteria	NA Deltaproteobacteria order incertae sedis	NA Deltaproteobacteria fam. incertae sedis	NA Deltaproteobacteria gen. incertae sedis	specI_v3_08842
1640516.SAMN03462098	2 Bacteria	640293 candidate division NC10	NA candidate division NC10 class incertae sedis	NA candidate division NC10 order incertae sedis	NA candidate division NC10 fam. incertae sedis	NA candidate division NC10 gen. incertae sedis	specI_v3_08843
1640685.SAMEA3443460	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	81852 Enterococcaceae	1350 Enterococcus	specI_v3_08844
1641165.SAMN03466112	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	2303730 Prochlorotrichaceae	170610 Halomicronema	specI_v3_08845
1641376.SAMN03445164	2 Bacteria	200795 Chloroflexi	292625 Anaerolineae	NA Anaerolineae order incertae sedis	NA Anaerolineae fam. incertae sedis	NA Anaerolineae gen. incertae sedis	specI_v3_08846
1641401.SAMN03470203	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	145357 Dermacoccaceae	57495 Dermacoccus	specI_v3_08848
1641811.SAMN03480620	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	NA Actinobacteria order incertae sedis	NA Actinobacteria fam. incertae sedis	NA Actinobacteria gen. incertae sedis	specI_v3_08849
1641875.SAMN03480902	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	74030 Roseovarius	specI_v3_08850
1642040.SAMN03481186	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85023 Microbacteriaceae	55968 Leucobacter	specI_v3_08851
1642570.SAMN03485799	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186822 Paenibacillaceae	44249 Paenibacillus	specI_v3_08852
1642646.SAMEA4408017	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171551 Porphyromonadaceae	307628 Petrimonas	specI_v3_05126
1642647.SAMEA4373296	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	2005520 Dysgonamonadaceae	294702 Proteiniphilum	specI_v3_02403
1642818.SAMN04395152	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	290174 Aquimarina	specI_v3_08853
1642949.SAMN03486495	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	13687 Sphingomonas	specI_v3_08854
1643353.SAMN03486750	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	specI_v3_08855
1643428.SAMN03436303	2 Bacteria	1855361 Candidatus Kryptonia	NA Candidatus Kryptonia class incertae sedis	NA Candidatus Kryptonia order incertae sedis	NA Candidatus Kryptonia fam. incertae sedis	1855362 Candidatus Thermokryptus	specI_v3_08856
1643429.SAMN03436305	2 Bacteria	1855361 Candidatus Kryptonia	NA Candidatus Kryptonia class incertae sedis	NA Candidatus Kryptonia order incertae sedis	NA Candidatus Kryptonia fam. incertae sedis	1855364 Candidatus Kryptobacter	specI_v3_05127
1643450.SAMN03487588	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	45401 Hyphomicrobiaceae	46913 Devosia	specI_v3_08857
1643452.SAMN03488035	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	specI_v3_01630
164348.SAMN05520841	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85011 Streptomycetales	2062 Streptomycetaceae	1883 Streptomyces	specI_v3_00642
1643526.SAMN04892670	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1150 Oscillatoriales	1892251 Coleofasciculaceae	63132 Geitlerinema	specI_v3_08858
1643920.SAMN03852563	2 Bacteria	976 Bacteroidetes	117747 Sphingobacteriia	200666 Sphingobacteriales	84566 Sphingobacteriaceae	423349 Mucilaginibacter	specI_v3_08859
1644130.SAMN03496287	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	252356 Maribacter	specI_v3_03557
1644131.SAMN03496288	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	75682 Oxalobacteraceae	29580 Janthinobacterium	specI_v3_00424
1645914.SAMN03494313	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	1211036 Mangrovimonas	specI_v3_05129
1645915.SAMN03494314	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	1211036 Mangrovimonas	specI_v3_05128
1645916.SAMN03494315	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	1211036 Mangrovimonas	specI_v3_08860
1646377.SAMN06101559	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	1903411 Yersiniaceae	1565532 Rouxiella	specI_v3_03400
1646498.SAMN04008121	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	468 Moraxellaceae	469 Acinetobacter	specI_v3_05130
1647102.SAMN03565815	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135623 Vibrionales	641 Vibrionaceae	662 Vibrio	specI_v3_00040
1647413.SAMN03568000	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1161 Nostocales	1162 Nostocaceae	1163 Anabaena	specI_v3_05132
1647556.SAMN04192297	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	258255 Pseudovibrio	specI_v3_08861
1648.SAMN04566196	2 Bacteria	1239 Firmicutes	526524 Erysipelotrichia	526525 Erysipelotrichales	128827 Erysipelotrichaceae	1647 Erysipelothrix	specI_v3_02243
1648404.SAMN03565637	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	335929 Erythrobacteraceae	1041 Erythrobacter	specI_v3_08862
1649580.SAMN04207873	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	specI_v3_08863
1650354.SAMN03580834	2157 Archaea	28889 Crenarchaeota	183924 Thermoprotei	2266 Thermoproteales	2267 Thermoproteaceae	76886 Caldivirga	specI_v3_05134
1650658.SAMN03481557	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	NA Actinobacteria order incertae sedis	NA Actinobacteria fam. incertae sedis	NA Actinobacteria gen. incertae sedis	specI_v3_08864
1650661.SAMEA3460838	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	specI_v3_08865
1650662.SAMEA3538358	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1924062 Desnuesiella	specI_v3_08866
1650663.SAMEA3673149	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1940255 Fournierella	specI_v3_08867
165185.SAMEA3545284	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186806 Eubacteriaceae	1730 Eubacterium	specI_v3_08868
165186.SAMEA3545392	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	specI_v3_03688
165188.SAMEA3545320	2 Bacteria	1239 Firmicutes	909932 Negativicutes	1843489 Veillonellales	31977 Veillonellaceae	906 Megasphaera	specI_v3_01593
1652495.SAMN04990137	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	1653 Corynebacteriaceae	1716 Corynebacterium	specI_v3_08870
1653334.SAMN05428994	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	2137278 Salinarimonadaceae	NA Salinarimonadaceae gen. incertae sedis	specI_v3_05142
1653435.SAMN05727926	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	2023266 Merdimonas	specI_v3_08871
1653476.SAMD00039083	2 Bacteria	200940 Thermodesulfobacteria	67799 Thermodesulfobacteria	188710 Thermodesulfobacteriales	188711 Thermodesulfobacteriaceae	444090 Caldimicrobium	specI_v3_08872
1653478.SAMN04519624	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	85025 Nocardiaceae	1827 Rhodococcus	specI_v3_03252
1653480.SAMEA3392348	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85010 Pseudonocardiales	2070 Pseudonocardiaceae	674734 Alloactinosynnema	specI_v3_08873
1654360.SAMN02729099	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135623 Vibrionales	641 Vibrionaceae	657 Photobacterium	specI_v3_02362
1654716.SAMN03890369	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	41294 Bradyrhizobiaceae	374 Bradyrhizobium	specI_v3_01693
1655.SAMN05898713	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	2037 Actinomycetales	2049 Actinomycetaceae	1654 Actinomyces	specI_v3_02018
1655308.SAMN03614202	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	specI_v3_08874
1655310.SAMN03614204	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	specI_v3_08876
1655312.SAMN03614206	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	specI_v3_08878
1655433.SAMN03435122	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	NA Gammaproteobacteria order incertae sedis	NA Gammaproteobacteria fam. incertae sedis	1913444 Candidatus Thiodiazotropha	specI_v3_08879
1655503.SAMN03699769	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	NA Alphaproteobacteria order incertae sedis	NA Alphaproteobacteria fam. incertae sedis	NA Alphaproteobacteria gen. incertae sedis	specI_v3_08880
1655586.SAMN03741971	2 Bacteria	201174 Actinobacteria	84992 Acidimicrobiia	NA Acidimicrobiia order incertae sedis	NA Acidimicrobiia fam. incertae sedis	NA Acidimicrobiia gen. incertae sedis	specI_v3_08884
1655592.SAMN03741977	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	246874 Cryomorphaceae	NA Cryomorphaceae gen. incertae sedis	specI_v3_08885
1655596.SAMN03741981	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	246874 Cryomorphaceae	NA Cryomorphaceae gen. incertae sedis	specI_v3_05144
1655612.SAMN03742003	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	NA Gammaproteobacteria order incertae sedis	NA Gammaproteobacteria fam. incertae sedis	NA Gammaproteobacteria gen. incertae sedis	specI_v3_05145
1655625.SAMN03742016	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	1706369 Cellvibrionales	1706374 Porticoccaceae	NA Porticoccaceae gen. incertae sedis	specI_v3_08886
1655638.SAMN03659008	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186807 Peptococcaceae	NA Peptococcaceae gen. incertae sedis	specI_v3_08887
1656094.SAMN05511237	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	72275 Alteromonadaceae	226 Alteromonas	specI_v3_08888
1656909.SAMN03702588	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	NA Alphaproteobacteria order incertae sedis	NA Alphaproteobacteria fam. incertae sedis	NA Alphaproteobacteria gen. incertae sedis	specI_v3_08889
1657.SAMN03783261	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	2037 Actinomycetales	2049 Actinomycetaceae	76833 Actinobaculum	specI_v3_05146
1658008.SAMEA3432782	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	2005520 Dysgonamonadaceae	156973 Dysgonomonas	specI_v3_08890
